text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword
chưa nhận được hàng,chưa nhận được hàng,1,tiêu cực,chưa nhận được hàng,chưa nhận được hàng
không dùng được,không dùng được,1,tiêu cực,không dùng được,không dùng được
Không nhận được hàng,không nhận được hàng,1,tiêu cực,không nhận được hàng,không nhận được hàng
Nghe chán,nghe chán,1,tiêu cực,nghe chán,nghe chán
K có trái phải,không có trái phải,1,tiêu cực,không có trái phải,không có trái phải
Shiper thái độ,shiper thái_độ,1,tiêu cực,shiper thái_độ,shi@@ per thái_độ
Rất ok,rất ok,1,tích cực,rất ok,rất ok
Vì quad uy tín nên cho 1 sao,vì quad uy_tín nên cho 1 sao,1,tiêu cực,vì quad uy_tín nên cho 1 sao,vì qu@@ ad uy_tín nên cho 1 sao
Đây là giao kiểu gì,đây là giao kiểu gì,1,tiêu cực,đây là giao kiểu gì,đây là giao kiểu gì
Âm thanh:bên to bên nhỏ,âm_thanh bên to bên nhỏ,1,tiêu cực,âm_thanh bên to bên nhỏ,âm_thanh bên to bên nhỏ
Tai bên phải hỏng nghe nhạc rất dè,tai bên phải hỏng nghe nhạc rất dè,1,tiêu cực,tai bên phải hỏng nghe nhạc rất dè,tai bên phải hỏng nghe nhạc rất dè
yên 1 chổ sài 1 lần để yên hư 1 bên tai,yên 1 chổ dùng 1 lần để yên_hư 1 bên tai,1,tiêu cực,yên 1 chổ dùng 1 lần để yên_hư 1 bên tai,yên 1 ch@@ ổ dùng 1 lần để yên_@@ hư 1 bên tai
một bên loa to. một bên nhỏ,một bên loa to . một bên nhỏ,1,tiêu cực,một bên loa to . một bên nhỏ,một bên loa to . một bên nhỏ
Đứt dây,đứt dây,1,tiêu cực,đứt dây,đứt dây
Kém quá,kém quá,1,tiêu cực,kém quá,kém quá
Tính năng nổi bật:2 bên phải thì tuyệt r,tính_năng nổi_bật 2 bên phải thì tuyệt rồi,1,tích cực,tính_năng nổi_bật 2 bên phải thì tuyệt rồi,tính_năng nổi_bật 2 bên phải thì tuyệt rồi
Chỉ nghe được 1 bên tai,chỉ nghe được 1 bên tai,1,tiêu cực,chỉ nghe được 1 bên tai,chỉ nghe được 1 bên tai
Tính năng nổi bật:âm thanh sống động phù hợp dùng xem phim japan Chất lượng sản phẩm:để mà nói thì.. ừm ok Vì không biết nhét vào tai thế nào nên đánh giá 2 sao,tính_năng nổi_bật âm_thanh sống_động phù_hợp dùng xem phim japan chất_lượng lượng sản_phẩm để mà nói thì . ừm ok vì không biết nhét vào tai thế_nào nên đánh_giá 2 sao,2,tích cực,tính_năng nổi_bật âm_thanh sống_động phù_hợp dùng xem phim japan chất_lượng_lượng sản_phẩm để mà nói thì . ừm ok vì không biết nhét vào tai thế_nào nên đánh_giá 2 sao,tính_năng nổi_bật âm_thanh sống_động phù_hợp dùng xem phim jap@@ an chất_lượng lượng sản_phẩm để mà nói thì . ừ@@ m ok vì không biết nhét vào tai thế_nào nên đánh_giá 2 sao
Shop giao hàng nhanh nhưng tai nghe dùng hai ngày thì hỏng 1 bên tai ạ,shop giao hàng nhanh nhưng tai nghe dùng hai ngày thì hỏng 1 bên tai ạ,2,tiêu cực,shop giao hàng nhanh nhưng tai nghe dùng hai ngày thì hỏng 1 bên tai ạ,shop giao hàng nhanh nhưng tai nghe dùng hai ngày thì hỏng 1 bên tai ạ
"Chất lượng sản phẩm:không bền, tạm được với mức giá Tính năng nổi bật:không có gì nổi bật Tuy rằng đóng gói tốt, có mở thấy phiếu bảo hành như ghi không cụ thể chi tiết, về mặt sản phẩm thiết kế đúng là bên ngoài được bảo bởi phần nhựa trắng nhìn cũng đẹp nhưng dây mỏng là mỏng không bền, phần chỉnh âm là nút đi chuyện lên xuống ko phải bấm về âm thanh nghe tốt, về chống cách âm khí nghe nhạc so vs bên ngoài thì tạm đc, nói chung tiền nào của đấy nha mn","chất_lượng lượng sản_phẩm không bền , tạm được với mức giá tính_năng nổi_bật không có gì nổi_bật tuy_rằng đóng_gói tốt , có mở thấy phiếu bảo_hành như ghi không cụ_thể chi_tiết , về mặt sản_phẩm thiết_kế đúng là bên ngoài được bảo bởi phần nhựa trắng nhìn cũng đẹp nhưng dây mỏng là mỏng không bền , phần chỉnh_âm là nút đi chuyện lên_xuống không phải bấm về âm_thanh nghe tốt , về chống cách âm_khí nghe nhạc so với bên ngoài thì tạm được , nói_chung tiền nào của đấy nha mọi người",2,tiêu cực,"chất_lượng lượng sản_phẩm không bền , tạm được với mức giá tính_năng nổi_bật không có gì nổi_bật tuy_rằng đóng_gói tốt , có mở thấy phiếu bảo_hành như ghi không cụ_thể chi_tiết , về mặt sản_phẩm_thiết_kế đúng là bên ngoài được bảo bởi phần nhựa trắng nhìn cũng đẹp nhưng dây mỏng là mỏng không bền , phần chỉnh_âm là nút đi chuyện lên_xuống không phải bấm về âm_thanh nghe tốt , về chống cách âm_khí nghe nhạc so với bên ngoài thì tạm được , nói_chung tiền nào của đấy nha mọi người","chất_lượng lượng sản_phẩm không bền , tạm được với mức giá tính_năng nổi_bật không có gì nổi_bật tuy_@@ rằng đóng_gói tốt , có mở thấy phiếu bảo_hành như ghi không cụ_thể chi_tiết , về mặt sản_phẩm thiết_kế đúng là bên ngoài được bảo bởi phần nhựa trắng nhìn cũng đẹp nhưng dây mỏng là mỏng không bền , phần chỉnh_@@ âm là nút đi chuyện lên_xuống không phải bấm về âm_thanh nghe tốt , về chống cách âm_@@ khí nghe nhạc so với bên ngoài thì tạm được , nói_chung tiền nào của đấy nha mọi người"
Tính năng nổi bật:tai nghe có dây Chất lượng sản phẩm:khá tệ Âm nghe bthg thiết kế đẹp nhưng mic quá bé,tính_năng nổi_bật tai nghe có dây chất_lượng lượng sản_phẩm khá tệ_âm nghe bthg thiết_kế đẹp nhưng mic quá bé,2,tích cực,tính_năng nổi_bật_tai nghe có dây chất_lượng_lượng sản_phẩm khá tệ_âm nghe bthg thiết_kế đẹp nhưng mic quá bé,tính_năng nổi_bật tai nghe có dây chất_lượng lượng sản_phẩm khá tệ_@@ âm nghe b@@ th@@ g thiết_kế đẹp nhưng mic quá bé
Chất lượng sản phẩm:tốt Tính năng nổi bật:như giới thiệu,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật như giới_thiệu,2,tích cực,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật như giới_thiệu,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật như giới_thiệu
"Tính năng nổi bật:Bth, nghe được Chất lượng sản phẩm:2 tuần là hư ruiii, chài ai, mua ở mall còn v nữa eo ơi","tính_năng nổi_bật bth , nghe được chất_lượng lượng sản_phẩm 2 tuần là hư_rui , chài ai , mua ở mall còn vậy nữa eo ơi",2,tiêu cực,"tính_năng nổi_bật bth , nghe được chất_lượng_lượng sản_phẩm 2 tuần là hư_rui , chài ai , mua ở mall còn vậy nữa eo ơi","tính_năng nổi_bật b@@ th , nghe được chất_lượng lượng sản_phẩm 2 tuần là hư_@@ ru@@ i , chài ai , mua ở m@@ all còn vậy nữa eo ơi"
Chất lượng sản phẩm:chua biet Tính năng nổi bật:khong co Chưa sử dụng sản phẩm nhưng khâu đóng gói là đã thấy thất vọng rồi sản phẩm ko có hộp và đóng túi sơ sài quá,chất_lượng lượng sản_phẩm chua_biet tính_năng nổi_bật khong_co chưa sử_dụng sản_phẩm nhưng khâu đóng_gói là đã thấy thất_vọng rồi sản_phẩm không có hộp và đóng túi sơ_dùng quá,2,tiêu cực,chất_lượng lượng sản_phẩm chua_biet tính_năng nổi_bật khong_co chưa sử_dụng sản_phẩm nhưng khâu đóng_gói là đã thấy thất_vọng rồi sản_phẩm không có hộp và đóng túi sơ_dùng quá,chất_lượng lượng sản_phẩm chua_@@ bi@@ et tính_năng nổi_bật kho@@ ng_@@ co chưa sử_dụng sản_phẩm nhưng khâu đóng_gói là đã thấy thất_vọng rồi sản_phẩm không có hộp và đóng túi sơ@@ _dùng quá
"khá là nhẹ, đóng gói kĩ càng phụ kiện đi kèm ko đầy đủ như miêu tả âm thanh tốt, mic to nhưng bị vang khi chơi pubg","khá là nhẹ , đóng_gói kĩ_càng phụ_kiện đi kèm không đầy_đủ như miêu_tả âm_thanh tốt , mic to nhưng bị vang khi chơi pubg",2,tiêu cực,"khá là nhẹ , đóng_gói kĩ_càng phụ_kiện đi kèm không đầy_đủ như miêu_tả âm_thanh tốt , mic to nhưng bị vang khi chơi pubg","khá là nhẹ , đóng_gói kĩ_càng phụ_kiện đi kèm không đầy_đủ như miêu_tả âm_thanh tốt , mic to nhưng bị vang khi chơi pub@@ g"
"Tiếng nghe bé. Giao hàng tương đối nhanh, sản phẩm ko ưng lắm.","tiếng nghe bé . giao hàng tương_đối nhanh , sản_phẩm không ưng lắm .",2,tiêu cực,"tiếng nghe bé . giao hàng tương_đối nhanh , sản_phẩm không ưng lắm .","tiếng nghe bé . giao hàng tương_đối nhanh , sản_phẩm không ưng lắm ."
"Chất lượng sản phẩm:ban đầu nghe tốt Ban đầu nghe rất tốt , hay nhưng mới mua về dùng được vài ngày thì bị hỏng mất một bên tai ????","chất_lượng lượng sản_phẩm ban_đầu nghe tốt ban_đầu nghe rất tốt , hay nhưng mới mua về dùng được vài ngày thì bị hỏng mất một bên tai ?",2,tiêu cực,"chất_lượng lượng sản_phẩm ban_đầu nghe tốt ban_đầu nghe rất tốt , hay nhưng mới mua về dùng được vài ngày thì bị hỏng mất một bên tai ?","chất_lượng lượng sản_phẩm ban_đầu nghe tốt ban_đầu nghe rất tốt , hay nhưng mới mua về dùng được vài ngày thì bị hỏng mất một bên tai ?"
Dây đc bọc chắc chắn. Cầm thấy cứng hơn so với loại k bọc. Shop có tặng thêm cái cài. Và nút . Nhưng cắm điện thoại lại lại không nghe được 😌,dây được bọc chắc_chắn . cầm thấy cứng hơn so với loại không bọc . shop có tặng thêm cái cài . và nút . nhưng cắm điện_thoại lại_lại không nghe được,2,tiêu cực,dây được bọc chắc_chắn . cầm thấy cứng hơn so với loại không bọc . shop có tặng thêm cái cài . và nút . nhưng cắm điện_thoại lại_lại không nghe được,dây được bọc chắc_chắn . cầm thấy cứng hơn so với loại không bọc . shop có tặng thêm cái cài . và nút . nhưng cắm điện_thoại lại_@@ lại không nghe được
"Chất lượng không tốt. Max volume sẽ nghe tiếng rè. Nghe nhạc thì bass ko ổn. Chắc tai nghe chỉ để đàm thoại, chơi game.","chất_lượng lượng không tốt . max volume sẽ nghe tiếng rè . nghe nhạc thì bass không ổn . chắc tai nghe chỉ để đàm_thoại , chơi game .",2,tiêu cực,"chất_lượng lượng không tốt . max volume sẽ nghe tiếng rè . nghe nhạc thì bass không ổn . chắc tai nghe chỉ để đàm_thoại , chơi game .","chất_lượng lượng không tốt . max volu@@ me sẽ nghe tiếng rè . nghe nhạc thì bass không ổn . chắc tai nghe chỉ để đàm_thoại , chơi game ."
"Chất lượng sản phẩm:tạm tai nghe ổn, chống ồn tốt, nghe hay, bass xịn nhưng mic hỏng không thể kết nối","chất_lượng lượng sản_phẩm tạm tai nghe ổn , chống ồn_tốt , nghe hay , bass xịn nhưng mic hỏng không_thể kết_nối",2,tiêu cực,"chất_lượng lượng sản_phẩm tạm tai nghe ổn , chống ồn_tốt , nghe hay , bass xịn nhưng mic hỏng không_thể kết_nối","chất_lượng lượng sản_phẩm tạm tai nghe ổn , chống ồ@@ n_t@@ ốt , nghe hay , bass xịn nhưng mic hỏng không_thể kết_nối"
Đeo đau tai lắm cắm vào laptop lâu lâu cứ bị rè xong phải rút ra cắm lại mới được,đeo đau_tai lắm cắm vào laptop lâu_lâu cứ bị rè xong phải rút ra cắm lại mới được,2,tiêu cực,đeo đau_tai lắm cắm vào laptop lâu_lâu cứ bị rè xong phải rút ra cắm lại mới được,đeo đa@@ u_t@@ ai lắm cắm vào laptop lâu_lâu cứ bị rè xong phải rút ra cắm lại mới được
Tính năng nổi bật:chán Chất lượng sản phẩm:kém Săn giá rẻ thất vọng chàn chề tai nghe gì thiết kế cùng một chiều r nghe kiểu gì,tính_năng nổi_bật chán chất_lượng lượng sản_phẩm kém săn giá rẻ thất_vọng chàn chề_tai nghe gì thiết_kế cùng một_chiều rồi nghe kiểu gì,2,tiêu cực,tính_năng nổi_bật chán chất_lượng_lượng sản_phẩm kém săn giá rẻ thất_vọng chàn chề_tai nghe gì thiết_kế cùng một_chiều rồi nghe kiểu gì,tính_năng nổi_bật chán chất_lượng lượng sản_phẩm kém săn giá rẻ thất_vọng ch@@ àn ch@@ ề@@ _tai nghe gì thiết_kế cùng một_chiều rồi nghe kiểu gì
Hợp túi tiền Tính năng nổi bật: cũng được Chất lượng sản phẩm: kém. Bị rè,hợp túi_tiền tính_năng nổi_bật cũng được chất_lượng lượng sản_phẩm kém . bị rè,2,tiêu cực,hợp túi_tiền tính_năng nổi_bật cũng được chất_lượng_lượng sản_phẩm kém . bị rè,hợp túi_tiền tính_năng nổi_bật cũng được chất_lượng lượng sản_phẩm kém . bị rè
"Giao hàng nhanh, nhưng tai nghe mua về cắm vào lúc nghe được lúc ko","giao hàng nhanh , nhưng tai nghe mua về cắm vào lúc nghe được lúc không",2,tích cực,"giao hàng nhanh , nhưng tai nghe mua về cắm vào lúc nghe được lúc không","giao hàng nhanh , nhưng tai nghe mua về cắm vào lúc nghe được lúc không"
Chất lượng sản phẩm:tệ Bề ngoài cũng đẹp dây khá tốt nhưng bị điếc 1 bên,chất_lượng lượng sản_phẩm tệ bề_ngoài cũng đẹp dây khá tốt nhưng bị điếc 1 bên,2,tiêu cực,chất_lượng lượng sản_phẩm tệ_bề_ngoài cũng đẹp dây khá tốt nhưng bị điếc 1 bên,chất_lượng lượng sản_phẩm tệ bề_ngoài cũng đẹp dây khá tốt nhưng bị điếc 1 bên
"Nhận hàng không có hộp, chỉ bọc nilon sơ sài là thấy không ổn rồi. Âm thanh nghe như cầy, bass ù, giọng nghẹt, treble chói, nghe rất mệt tai. Mic thu kém, nói chuyện Discord rè và nhiễu Tóm gọn là kém","nhận hàng không có hộp , chỉ bọc nilon sơ_dùng là thấy không ổn rồi . âm_thanh nghe như_cầy , bass_ù , giọng nghẹt , treble_chói , nghe rất mệt_tai . mic thu kém , nói_chuyện discord_rè và nhiễu_tóm gọn là kém",2,tiêu cực,"nhận hàng không có hộp , chỉ bọc nilon sơ_dùng là thấy không ổn rồi . âm_thanh nghe như_cầy , bass_ù , giọng nghẹt , treble_chói , nghe rất mệt_tai . mic thu kém , nói_chuyện discord_rè và nhiễu_tóm gọn là kém","nhận hàng không có hộp , chỉ bọc nilon sơ@@ _dùng là thấy không ổn rồi . âm_thanh nghe như_@@ cầy , bas@@ s_@@ ù , giọng nghẹt , tr@@ eb@@ le@@ _ch@@ ói , nghe rất m@@ ệ@@ t_tai . mic thu kém , nói_chuyện dis@@ cor@@ d@@ _r@@ è và nhiễ@@ u_tóm gọn là kém"
2 sao vì chất lương âm thanh rất tốt nma nghe tiếng chân thì bên trái thành bên phải nói chung là bị lỗi âm thanh trái phải lẫn lộn Tai nghe rất dễ hỏng chiều lấy hàng tối về hỏng 1 bên r,2 sao vì chất_lượng lương âm_thanh rất tốt nhưng_mà nghe tiếng chân thì bên trái thành bên phải nói_chung là bị lỗi âm_thanh trái phải lẫn_lộn tai nghe rất dễ hỏng chiều lấy hàng tối về hỏng 1 bên rồi,2,tiêu cực,2 sao vì chất_lượng lương âm_thanh rất tốt nhưng_mà nghe tiếng chân thì bên trái thành bên phải nói_chung là bị lỗi âm_thanh trái phải lẫn_lộn_tai nghe rất dễ hỏng chiều lấy hàng tối về hỏng 1 bên rồi,2 sao vì chất_lượng lương âm_thanh rất tốt nhưng_mà nghe tiếng chân thì bên trái thành bên phải nói_chung là bị lỗi âm_thanh trái phải lẫn_lộn tai nghe rất dễ hỏng chiều lấy hàng tối về hỏng 1 bên rồi
Chất lượng sản phẩm:thất vọng 2 năm trước mua một cái nghe rất ngon giờ mua lại do cái cũ hư mà nghe như đặc cầu,chất_lượng lượng sản_phẩm thất_vọng 2 năm trước mua một cái nghe rất ngon_giờ mua lại do cái cũ hư mà nghe như đặc_cầu,2,tiêu cực,chất_lượng lượng sản_phẩm thất_vọng 2 năm trước mua một cái nghe rất ngon_giờ mua lại do cái cũ hư mà nghe như đặc_cầu,chất_lượng lượng sản_phẩm thất_vọng 2 năm trước mua một cái nghe rất ngon_@@ giờ mua lại do cái cũ hư mà nghe như đặc_@@ cầu
Chất lượng sản phẩm:tốt Tính năng nổi bật:không có Cái tai nghe hơi to,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật không có cái tai nghe hơi to,2,tích cực,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật không có cái tai nghe hơi to,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật không có cái tai nghe hơi to
Tai nghe rất ok đeo rất êm nhưng hàng bẹp dí,tai nghe rất ok đeo rất êm nhưng hàng bẹp dí,2,tích cực,tai nghe rất ok đeo rất êm nhưng hàng bẹp dí,tai nghe rất ok đeo rất êm nhưng hàng bẹp dí
Chất lượng sản phẩm:tai nghe lớn có bên còn nhỏ xíu,chất_lượng lượng sản_phẩm tai nghe lớn có bên còn nhỏ_xíu,2,tiêu cực,chất_lượng lượng sản_phẩm_tai nghe lớn có bên còn nhỏ_xíu,chất_lượng lượng sản_phẩm tai nghe lớn có bên còn nhỏ_xíu
"Tai nghe tiền nào của đó, âm thanh tệ, max tiếng thì bị rè, khá chán","tai nghe tiền nào của đó , âm_thanh tệ , max_tiếng thì bị rè , khá chán",2,tiêu cực,"tai nghe tiền nào của đó , âm_thanh_tệ , max_tiếng thì bị rè , khá chán","tai nghe tiền nào của đó , âm_thanh tệ , ma@@ x@@ _t@@ iếng thì bị rè , khá chán"
Chỉ bỏ mỗi tai nghe dô bịch nilong,chỉ bỏ mỗi tai nghe dô bịch nilong,2,tiêu cực,chỉ bỏ mỗi tai nghe dô bịch nilong,chỉ bỏ mỗi tai nghe d@@ ô bịch nil@@ ong
Đã nhận hàng trong tình trạng bị mài mòn và vỡ vụn nhiều chỗ. Khuyễn nghị shop lên bọc kỹ hơn nhé,đã nhận hàng trong tình_trạng bị mài mòn và vỡ vụn nhiều chỗ . khuyễn_nghị shop lên bọc kỹ hơn nhé,2,tiêu cực,đã nhận hàng trong tình_trạng bị mài mòn và vỡ vụn nhiều chỗ . khuyễn_nghị shop lên bọc kỹ hơn nhé,đã nhận hàng trong tình_trạng bị mài mòn và vỡ vụn nhiều chỗ . khuy@@ ễn_@@ nghị shop lên bọc kỹ hơn nhé
Tính năng nổi bật:tamj Chất lượng sản phẩm:hết,tính_năng nổi_bật tamj chất_lượng lượng sản_phẩm hết,2,tiêu cực,tính_năng nổi_bật tamj chất_lượng_lượng sản_phẩm hết,tính_năng nổi_bật tam@@ j chất_lượng lượng sản_phẩm hết
Chất lượng sản phẩm:tđc Tính năng nổi bật:ko Tai nghe gì mà nghe đc 2 hôm hỏng luôn mic cứ rè rè khó chịu thật sự còn nghe thì ổn bass ko hay lắm,chất_lượng lượng sản_phẩm tđc tính_năng nổi_bật không tai nghe gì mà nghe được 2 hôm hỏng luôn mic cứ rè_rè khó_chịu thật_sự còn nghe thì ổn bass không hay lắm,2,tiêu cực,chất_lượng lượng sản_phẩm tđc tính_năng nổi_bật không tai nghe gì mà nghe được 2 hôm hỏng luôn mic cứ rè_rè khó_chịu thật_sự còn nghe thì ổn bass không hay lắm,chất_lượng lượng sản_phẩm t@@ đc tính_năng nổi_bật không tai nghe gì mà nghe được 2 hôm hỏng luôn mic cứ rè@@ _r@@ è khó_chịu thật_sự còn nghe thì ổn bass không hay lắm
Tính năng nổi bật:âm thanh đầm đao ko bị đau tai Hay bị lỗi bên tai phải ko nghe thấy gì toàn phải chỉnh dây cắm thì mới hết nói chung là tạm ổn cũng nên sử dụng,tính_năng nổi_bật âm_thanh đầm_đao không bị đau_tai hay bị lỗi bên tai phải không nghe thấy gì toàn phải chỉnh_dây cắm thì mới hết nói_chung là tạm ổn cũng_nên sử_dụng,2,tiêu cực,tính_năng nổi_bật âm_thanh đầm_đao không bị đau_tai hay bị lỗi bên tai phải không nghe thấy gì toàn phải chỉnh_dây cắm thì mới hết nói_chung là tạm ổn cũng_nên sử_dụng,tính_năng nổi_bật âm_thanh đầm_@@ đao không bị đa@@ u_t@@ ai hay bị lỗi bên tai phải không nghe thấy gì toàn phải chỉnh_@@ dây cắm thì mới hết nói_chung là tạm ổn cũng_nên sử_dụng
"Mình thấy âm thì nghe cũng BT so vs giá tiền , nhưng cái mic của tai nghe k đc , mình gọi sdt hỗ trợ thì k nghe","mình thấy âm thì nghe cũng biết so với giá tiền , nhưng cái mic của tai nghe không được , mình gọi sdt hỗ_trợ thì không nghe",2,tiêu cực,"mình thấy âm thì nghe cũng biết so với giá tiền , nhưng cái mic của tai nghe không được , mình gọi sdt hỗ_trợ thì không nghe","mình thấy âm thì nghe cũng biết so với giá tiền , nhưng cái mic của tai nghe không được , mình gọi s@@ dt hỗ_trợ thì không nghe"
"Shop ơi, shop có hỗ trợ bảo hành không ạ, tai nghe, mình nghe được 1 lần (âm lượng ok) nhưng khi cắm lại lần 2-3 thì không nghe được gì nữa (đã test 2-3 máy) đều như vậy.","shop ơi , shop có hỗ_trợ bảo_hành không ạ , tai nghe , mình nghe được 1 lần âm_lượng ok nhưng khi cắm lại lần 2 3 thì không nghe được gì nữa đã test 2 3 máy đều như_vậy .",2,tiêu cực,"shop ơi , shop có hỗ_trợ bảo_hành không ạ , tai nghe , mình nghe được 1 lần âm_lượng_ok nhưng khi cắm lại lần 2 3 thì không nghe được gì nữa đã test 2 3 máy đều như_vậy .","shop ơi , shop có hỗ_trợ bảo_hành không ạ , tai nghe , mình nghe được 1 lần âm_lượng ok nhưng khi cắm lại lần 2 3 thì không nghe được gì nữa đã test 2 3 máy đều như_vậy ."
Hàng giao quá lâu nhìn mẫu mã cũng ok nhưng chất lượng ra sao thì chưa biết,hàng giao quá lâu nhìn mẫu_mã cũng ok nhưng chất_lượng lượng ra sao thì chưa biết,2,tích cực,hàng giao quá lâu nhìn mẫu_mã cũng ok nhưng chất_lượng_lượng ra sao thì chưa biết,hàng giao quá lâu nhìn mẫu_mã cũng ok nhưng chất_lượng lượng ra sao thì chưa biết
Tính năng nổi bật:nghe ổn Chất lượng sản phẩm:bình thường 1 bên nghe đc 1 bên ko nghe đc còn hỏng nút ở phần tăng tiếng và giảm tiếng,tính_năng nổi_bật nghe ổn chất_lượng lượng sản_phẩm bình_thường 1 bên nghe được 1 bên không nghe được còn hỏng nút ở phần tăng tiếng và giảm tiếng,2,tiêu cực,tính_năng nổi_bật nghe ổn chất_lượng_lượng sản_phẩm bình_thường 1 bên nghe được 1 bên không nghe được còn hỏng nút ở phần tăng tiếng và giảm tiếng,tính_năng nổi_bật nghe ổn chất_lượng lượng sản_phẩm bình_thường 1 bên nghe được 1 bên không nghe được còn hỏng nút ở phần tăng tiếng và giảm tiếng
Chất lượng sản phẩm:hàng hơi lỗi cắm vào chỉ nghe 1 có khi nghe đc cả hay bên Như vẫn thích,chất_lượng lượng sản_phẩm hàng hơi lỗi cắm vào chỉ nghe 1 có_khi nghe được cả hay bên như vẫn thích,2,tiêu cực,chất_lượng lượng sản_phẩm hàng hơi lỗi cắm vào chỉ nghe 1 có_khi nghe được cả hay bên như vẫn thích,chất_lượng lượng sản_phẩm hàng hơi lỗi cắm vào chỉ nghe 1 có_khi nghe được cả hay bên như vẫn thích
Chất lượng sản phẩm:bên nghe đc ko nghe đc ae mua hành chúi ý Tính năng nổi bật:dell có Tai nghe như đặc cầu,chất_lượng lượng sản_phẩm bên nghe được không nghe được ae mua_hành chúi_ý tính_năng nổi_bật dell có tai nghe như đặc_cầu,2,tiêu cực,chất_lượng lượng sản_phẩm bên nghe được không nghe được ae mua_hành chúi_ý tính_năng nổi_bật dell có tai nghe như đặc_cầu,chất_lượng lượng sản_phẩm bên nghe được không nghe được ae mua_@@ hành chú@@ i_@@ ý tính_năng nổi_bật d@@ ell có tai nghe như đặc_@@ cầu
"Đeo là rơi, tưởng móc ra đằng sau r mà dây dài quá huhu","đeo là rơi , tưởng móc ra đằng sau rồi mà dây dài quá huhu",2,tiêu cực,"đeo là rơi , tưởng móc ra đằng sau rồi mà dây dài quá huhu","đeo là rơi , tưởng móc ra đằng sau rồi mà dây dài quá hu@@ hu"
"Tính năng nổi bật:ko j đặc sắc Chất lượng sản phẩm:tương đối ổn nhưng chưa đảm bảo Sản phẩm Thiết kế lỗi, nhưng vẫn sử dụng đc như bth vẫn nghe xác định trc trái phải","tính_năng nổi_bật không j đặc_sắc chất_lượng lượng sản_phẩm tương_đối ổn nhưng chưa đảm_bảo sản_phẩm thiết_kế lỗi , nhưng vẫn sử_dụng được như bth vẫn nghe xác_định trc trái phải",2,tiêu cực,"tính_năng nổi_bật không j đặc_sắc chất_lượng_lượng sản_phẩm tương_đối_ổn nhưng chưa đảm_bảo sản_phẩm thiết_kế lỗi , nhưng vẫn sử_dụng được như bth vẫn nghe xác_định trc trái phải","tính_năng nổi_bật không j đặc_sắc chất_lượng lượng sản_phẩm tương_đối ổn nhưng chưa đảm_bảo sản_phẩm thiết_kế lỗi , nhưng vẫn sử_dụng được như b@@ th vẫn nghe xác_định tr@@ c trái phải"
Chất lượng sản phẩm:ok Tính năng nổi bật:mic ko sài đc Mua cái tai nghe để lấy mic mà k sài đc rất là k hài lòng,chất_lượng lượng sản_phẩm ok tính_năng nổi_bật mic không dùng được mua cái tai nghe để lấy mic mà không dùng được rất là không hài_lòng,2,tích cực,chất_lượng lượng sản_phẩm ok tính_năng nổi_bật mic không dùng được mua cái tai nghe để lấy mic mà không dùng được rất là không hài_lòng,chất_lượng lượng sản_phẩm ok tính_năng nổi_bật mic không dùng được mua cái tai nghe để lấy mic mà không dùng được rất là không hài_lòng
Tính năng nổi bật:không có gì nổi bật k nghe đc trái phải tiếng chân pubg abcdsed,tính_năng nổi_bật không có gì nổi_bật không nghe được trái phải tiếng chân pubg abcdsed,2,tiêu cực,tính_năng nổi_bật không có gì nổi_bật không nghe được trái phải tiếng chân pubg abcdsed,tính_năng nổi_bật không có gì nổi_bật không nghe được trái phải tiếng chân pub@@ g ab@@ c@@ d@@ sed
Tui chs pubg mà tiếng chân thì nhỏ còn tiếng súng to bự chảng r còn âm thanh thì cứ lúc to lúc nhỏ,tui chs pubg mà tiếng chân thì nhỏ còn tiếng súng to_bự chảng rồi còn âm_thanh thì cứ lúc to lúc nhỏ,2,tiêu cực,tui chs pubg mà tiếng chân thì nhỏ còn tiếng súng to_bự chảng rồi còn âm_thanh thì cứ lúc to lúc nhỏ,tui chs pub@@ g mà tiếng chân thì nhỏ còn tiếng súng to_@@ bự ch@@ ảng rồi còn âm_thanh thì cứ lúc to lúc nhỏ
"Nghe thì cũng oke nhưng lúc cắm vào máy tính thì phải cắm đi cắm lại mới nghe được, RẤT KHÓ CHỊU","nghe thì cũng oke nhưng lúc cắm vào máy_tính thì_phải cắm đi cắm lại mới nghe được , rất khó_chịu",2,tiêu cực,"nghe thì cũng oke nhưng lúc cắm vào máy_tính thì_phải cắm đi cắm lại mới nghe được , rất khó_chịu","nghe thì cũng o@@ ke nhưng lúc cắm vào máy_tính thì_@@ phải cắm đi cắm lại mới nghe được , rất khó_chịu"
Mình mua tai nghe s2000 này bị bên nghe to bên nghe bé,mình mua tai nghe s2000 này bị bên nghe to bên nghe bé,2,tiêu cực,mình mua tai nghe s2000 này bị bên nghe to bên nghe bé,mình mua tai nghe s@@ 2000 này bị bên nghe to bên nghe bé
